# index, label, _pos
3697,"RODRIGUES, JP","array([-2.85076484, 99.57904554])"
3698,"KHOUDEIR, A","array([-211.5679451 ,  142.42297218])"
3699,"YU, LH","array([-125.13611337,  -80.22747658])"
3700,"EBERT, D","array([-71.73435875, 140.60052594])"
3701,"HEUSLER, M","array([ -2.27550229, 103.61248385])"
3702,"VERESCHAGIN, VL","array([-146.27106686,  -31.311327  ])"
3703,"EVANS, MW","array([169.42951645,  83.39986358])"
3704,"ABDESSELAM, A","array([-65.98863641, 254.89236045])"
3705,"JERMYN, I","array([-18.94893759,  54.86031635])"
3706,"YUNG, A","array([-5.03015724, 82.38065379])"
3707,"NEVES, R","array([-37.96482882,  87.82686827])"
3708,"CANESCHI, L","array([162.98928533, 112.93721955])"
3709,"LYSIANSKY, M","array([165.16376358, 112.62527983])"
3710,"KEISTER, BD","array([ 29.90737017, -95.89507985])"
3711,"POLYZOU, WN","array([ 30.82555334, -93.89167201])"
3712,"REQUARDT, M","array([-208.0392882 ,  188.93585946])"
3713,"ALEXEYEV, SO","array([130.56781947, 167.48654264])"
3714,"POMAZANOV, MV","array([128.18352289, 166.72053921])"
3715,"KALLONIATIS, A","array([-35.14243233,  60.46142688])"
3716,"CSAKI, C","array([-7.79464045, 65.87076288])"
3717,"SKIBA, W","array([-4.53040408, 69.21033618])"
3718,"GUHR, T","array([-48.52627603,  98.61803795])"
3719,"WETTIG, T","array([-38.60262868,  91.45871673])"
3720,"HALYO, E","array([-4.22567951, 77.9352233 ])"
3721,"SHADMI, Y","array([ 0.43333506, 57.0613875 ])"
3722,"TRIVEDI, SP","array([-7.24068592, 63.155452  ])"
3723,"SU, Z","array([22.13117096, 70.80736896])"
3724,"YU, L","array([21.22935937, 70.13753805])"
3725,"PALACIOS, L","array([177.15166842, 124.03251767])"
3726,"CHOU, C","array([-204.28685881,   53.33696701])"
3727,"JIARONG, ZXL","array([108.86069719, -71.79451009])"
3728,"CHEN, WF","array([-7.17023936, 32.54959215])"
3729,"LEE, HC","array([ 0.76644343, 32.38679842])"
3730,"ZHU, ZY","array([ 1.12874743, 29.75807012])"
3731,"QUANO, YH","array([118.24806745, -89.85361584])"
3732,"SANTAMBROGIO, A","array([-4.59801368, 70.77312226])"
3733,"MOURAO, J","array([-36.22696903,  55.37524705])"
3734,"ZINIVIEV, YM","array([110.49195106, 253.05346023])"
3735,"KELLER, G","array([-83.00494161,  86.19414894])"
3736,"KOPPER, C","array([-76.42372084,  86.42201239])"
3737,"SCHOPHAUS, C","array([-83.29827856,  87.84619652])"
3738,"IGARASHI, H","array([ -4.10996066, 115.53770444])"
3739,"FORGER, K","array([-12.98299549,  72.89466423])"
3740,"THEISEN, SJ","array([-12.26394626,  75.55408139])"
3741,"DE, AK","array([-163.52170858,  204.44332373])"
3742,"REHREN, KH","array([-172.35681309,  161.0581501 ])"
3743,"VIEFERS, S","array([-35.04679716,  35.94379745])"
3744,"RUFFING, A","array([ 0.75574903, 21.10340512])"
3745,"GOLDHABER, A","array([-9.99448313, 87.78396504])"
3746,"STRAUMANN, GLN","array([ -1.28882822, 102.10221812])"
3747,"BOWICK, MJ","array([-48.26601958,  71.38832552])"
3748,"CATTERALL, SM","array([-52.02649145,  74.84077777])"
3749,"BERENSTEIN, D","array([-5.40720448, 79.0434422 ])"
3750,"CORRADO, R","array([-4.20155554, 81.78692637])"
3751,"KLEBANOV, I","array([-15.09380377,  82.55641993])"
3752,"HISAKADO, M","array([ 19.29623533, 119.66490672])"
3753,"PIERRO, MD","array([ 2.21904979, 93.07578283])"
3754,"UBRIACO, MR","array([-132.15514079,  240.23877676])"
3755,"BETTENCOURT, LMA","array([-41.48023846,  74.96231781])"
3756,"JACKSON, AD","array([-62.34975246,  90.9327348 ])"
3757,"SENER, MKC","array([-58.93657798,  90.44723591])"
3758,"SHEKHTER, KM","array([-11.06618756,  99.33185592])"
3759,"VILASI, G","array([-44.43607574,  38.51435129])"
3760,"ZEITLIN, V","array([-22.27076938, 119.93820093])"
3761,"GRANDA, LN","array([-27.33339722,  99.07659637])"
3762,"MORIKAWA, M","array([-35.69374803,  91.07949646])"
3763,"HUANG, W","array([-195.31978667,   90.98146214])"
3764,"TANIMURA, N","array([-10.57276032, 142.51115349])"
3765,"TRAVAGLINI, G","array([12.25904342, 70.5344182 ])"
3766,"TAORMINA, A","array([-3.89454374, 96.65537231])"
3767,"GREENE, B","array([-11.61871281,  83.57677871])"
3768,"MORRISON, D","array([-11.95804958,  84.46162166])"
3769,"XIONG, C","array([  8.85677781, 100.70774748])"
3770,"MUKHERJEE, P","array([-33.34931704,  87.73681921])"
3771,"SEDRAKYAN, JAA","array([-200.27892924,  141.05824341])"
3772,"KAWAMOTO, N","array([-32.89312194,  96.30368374])"
3773,"OZAWA, E","array([-36.97713479, 102.51507024])"
3774,"SUEHIRO, K","array([-32.7655529 , 104.50351363])"
3775,"JONES, BD","array([-167.03201211,  -56.78083301])"
3776,"PERRY, RJ","array([-169.65848607,  -57.90580459])"
3777,"GLAZEK, SD","array([-166.42720867,  -58.92605564])"
3778,"BRODIE, J","array([-11.18205955,  76.74078559])"
3779,"PLEBANSKI, J","array([-56.75930954,  71.83945869])"
3780,"LASHKEVICH, MY","array([-184.70830017,    3.44217375])"
3781,"LEVIN, A","array([ -7.75611439, 103.35366433])"
3782,"RUGH, HH","array([-32.11022041,  86.94479852])"
3783,"RUGH, SE","array([-32.74209129,  85.8936697 ])"
3784,"ICHINOSE, I","array([ 28.58671466, 131.79174763])"
3785,"MATSUI, T","array([ 34.83727403, 139.57209241])"
3786,"SAKAKIBARA, K","array([ 34.15909145, 136.52071815])"
3787,"ONODA, M","array([ 32.08110044, 138.111707  ])"
3788,"HERBUT, IF","array([113.02126649, 226.32654542])"
3789,"TESANOVIC, Z","array([112.18112317, 224.29369705])"
3790,"GRUNDLING, HB","array([ 54.0199242 , -77.32025683])"
3791,"TUYNMAN, GM","array([ 53.08454925, -79.1366057 ])"
3792,"STAVRACOU, T","array([  -3.41169764, -153.07340554])"
3793,"CAHILL, RT","array([ 95.91431604, -93.53906233])"
3794,"KLINGER, CM","array([ 94.21010834, -92.16121067])"
3795,"SURYA, S","array([-28.2440148 ,  62.63664825])"
3796,"TOLLER, M","array([ -83.14964529, -111.95252439])"
3797,"MAKELA, J","array([-46.21652092,  47.31565749])"
3798,"HAWKINS, E","array([   0.34916555, -109.25514741])"
3799,"ALLES, B","array([-41.59828906,  63.24194074])"
3800,"DELIA, M","array([-44.87377335,  77.16414494])"
3801,"BORNYAKOV, V","array([191.67080911, -29.99288014])"
3802,"SCHIERHOLZ, G","array([190.17713118, -32.34392357])"
3803,"BIALAS, P","array([-51.77956678,  84.33163009])"
3804,"HENTY, DS","array([-50.28743475,  59.13298417])"
3805,"PANAGOPOULOS, H","array([-50.28679036,  60.95941198])"
3806,"PARRINELLO, C","array([-49.01258025,  60.95316993])"
3807,"PITTORI, C","array([-48.69878595,  59.26789072])"
3808,"RICHARDS, DG","array([-49.5873126,  60.0258811])"
3809,"GOCKELER, M","array([189.70130378, -34.22085017])"
3810,"HORSLEY, R","array([188.16891872, -34.74621715])"
3811,"LINKE, V","array([188.30140576, -32.0921364 ])"
3812,"RAKOW, P","array([187.22504129, -33.29451938])"
3813,"ANTUNES, ND","array([-43.97415356,  69.43417972])"
3814,"KAJANTIE, K","array([-22.46758947,  40.13704446])"
3815,"LAINE, M","array([-21.05500795,  39.69853777])"
3816,"RUMMUKAINEN, K","array([-21.92944686,  38.9407913 ])"
3817,"SHAPOSHNIKOV, M","array([-21.64667805,  47.58891154])"
3818,"TYTGAT, M","array([-23.85279885,  41.80943038])"
3819,"TARASOV, OV","array([-72.5861278 ,  70.94472006])"
3820,"FLEISCHER, J","array([-70.81796917,  75.23644588])"
3821,"VANSTEENKISTE, N","array([-66.99311779,  81.06650863])"
3822,"KOORNWINDER, TH","array([-13.51740272, 130.07922357])"
3823,"MULLER, NM","array([-12.59042205, 135.61206061])"
3824,"RAY, U","array([13.51496257, 62.98240178])"
3825,"NISHNIANIDZE, DN","array([-74.42295818,  51.97707608])"
3826,"TAKAKURA, FI","array([-47.60146199,  61.56416545])"
3827,"TOON, A","array([ 47.36124629, 267.07590912])"
3828,"GOVAERTS, J","array([-58.32437923,  60.29376064])"
3829,"KOKTAVA, RK","array([  1.26047446, 104.25316634])"
3830,"KIJOWSKI, J","array([60.08006356, 82.18585588])"
3831,"RUDOLPH, G","array([65.50274212, 82.47550471])"
3832,"RUDOLPH, M","array([65.25083492, 84.1721796 ])"
3833,"ZHDANOV, RZ","array([ -4.07406845, 140.98801746])"
3834,"CACERES, E","array([12.65147619, 62.13563963])"
3835,"KAPLUNOVSKY, VS","array([ 2.77693928, 70.26871776])"
3836,"MANDELBERG, IM","array([11.00574383, 63.98850018])"
3837,"ABOLHASANI, MR","array([ 12.00497533, 110.87102343])"
3838,"GHEZELBASH, AM","array([ 13.50616398, 116.03466394])"
3839,"JAIN, V","array([-21.65610941,  78.19026454])"
3840,"SARIRIAN, K","array([-24.74850822,  83.2900661 ])"
3841,"CARRINGTON, ME","array([-28.02833072,  25.91855989])"
3842,"HEINZ, U","array([-43.61945503,  25.7957    ])"
3843,"CHAMSEDDINE, A","array([-11.32608859,  71.51189948])"
3844,"KAKU, M","array([  -8.6998191, -138.1388483])"
3845,"TOLLSTEN, A","array([128.5882281 , -78.95495481])"
3846,"WILLIAMS, ED","array([-34.23914817, 265.18949053])"
3847,"HARMS, RCB","array([-49.05151693,  31.84943765])"
3848,"LEBLANC, Y","array([-46.55640654,  36.35035299])"
3849,"COX, PH","array([-45.62719366,  35.54893517])"
3850,"CRAPS, B","array([ 0.80218975, 71.81417972])"
3851,"ROOSE, F","array([ 2.90695829, 67.29922537])"
3852,"HASLER, MF","array([188.60711076, 169.19660848])"
3853,"ROEMER, H","array([38.8120459 , 79.30269616])"
3854,"MARTIN, LC","array([-36.93111685,  83.2127352 ])"
3855,"SHERRY, TN","array([-35.42734992,  83.01893484])"
3856,"MILANI, V","array([ 27.14488638, 138.35253923])"
3857,"MINZONI, A","array([-25.3183554 ,  38.01399595])"
3858,"ROSENBAUM, M","array([-25.12051677,  36.90692102])"
3859,"ASAI, Y","array([ 28.65761681, 114.85929552])"
3860,"RADOVANOVIC, V","array([12.07562383, 36.87164319])"
3861,"DUETSCH, M","array([80.86405495, 75.54095701])"
3862,"WHEATER, JF","array([-32.88613598,  69.68135742])"
3863,"DIAKONOV, D","array([-39.97986297,  82.5755285 ])"
3864,"PETROV, V","array([-48.6194871 ,  84.43943462])"
3865,"DHANAWITTAYAPOL, R","array([-18.57155402,  88.79232303])"
3866,"YIN, Z","array([-3.54701278, 81.02550965])"
3867,"MAVRIKIS, E","array([-2.49923398, 47.03844105])"
3868,"ARIAS, PJ","array([-213.83387619,  140.48067123])"
3869,"CAMACARO, J","array([-213.49615359,  135.14429367])"
3870,"GAITAN, R","array([-212.83550008,  137.06586526])"
3871,"DZHUNUSHALIEV, V","array([-138.1009144 , -104.87055488])"
3872,"FOMIN, A","array([-140.71891519, -105.280069  ])"
3873,"SREEDHAR, VV","array([-22.52794981, 114.3314668 ])"
3874,"JR, JV","array([ -67.19533151, -145.08197051])"
3875,"JR, WAR","array([ -66.58812888, -142.70347447])"
3876,"SCHUNCK, FE","array([-80.43308885,  97.47912906])"
3877,"PEREVALOV, E","array([-6.67811049, 85.91760061])"
3878,"RAJESH, G","array([-9.60512795, 79.76549764])"
3879,"BARVINSKY, A","array([-30.35897117,  36.71528342])"
3880,"CONNOR, DO","array([-35.27553486,  98.80076638])"
3881,"KOGAN, I","array([-37.63789388,  65.22762779])"
3882,"LEWIS, A","array([-29.35047033,  67.99008721])"
3883,"AGLIETTI, U","array([-21.76313662,  65.41176203])"
3884,"PI, SY","array([-20.06265718,  64.98037971])"
3885,"ZHEDANOV, A","array([14.97457382, 99.36650402])"
3886,"NILLES, H","array([-26.03715869,  71.51399294])"
3887,"SPALINSKI, M","array([-20.00845836,  71.03088683])"
3888,"BRUNNER, I","array([-0.94129293, 70.03840425])"
3889,"KIKUCHI, H","array([ -3.57477256, 119.83101908])"
3890,"BRANCHINA, V","array([-63.56503923,  63.76241492])"
3891,"TODD, S","array([10.44779978, 48.64345471])"
3892,"ANGELANTONJ, C","array([-4.09883522, 63.78298822])"
3893,"STANEV, Y","array([ 1.53135992, 58.41642301])"
3894,"STICHEL, PC","array([-17.36399556, 103.25694715])"
3895,"LU, JY","array([ -67.29092754, -140.0751401 ])"
3896,"WILCH, A","array([ 3.2247643 , 66.47524149])"
3897,"WESTERBERG, A","array([ 1.72837313, 50.85420593])"
3898,"CHANG, LN","array([28.92844933, 97.11883868])"
3899,"MUEGER, M","array([57.62702041, 64.42370752])"
3900,"OSHIKAWA, M","array([29.12501034, 99.62225495])"
3901,"DEGUCHI, S","array([-51.52664329,  81.46626733])"
3902,"NAKAJIMA, T","array([-44.61287535,  89.79887387])"
3903,"KNAEPEN, B","array([-14.83640254,  71.71276864])"
3904,"SCHOMBLOND, C","array([-10.56084227,  67.47750606])"
3905,"LI, Y","array([  7.19464108, 118.45581183])"
3906,"DAI, J","array([ 10.46657749, 125.97980966])"
3907,"BOLLINI, CG","array([23.8840907 , 52.37959378])"
3908,"ROCCA, MC","array([24.89824473, 51.29932194])"
3909,"OSPINA, JF","array([175.99206299,  80.89367334])"
3910,"KIM, DK","array([-10.52831784, 113.26153493])"
3911,"ODINTSOV, S","array([-11.08289425,  46.32187166])"
3912,"KALEDIN, D","array([ 93.36723966, 276.76162402])"
3913,"ALLEN, D","array([ 51.85916944, -89.07972742])"
3914,"SENECHAL, D","array([ 49.64051678, -89.36392288])"
3915,"KARLHEDE, A","array([-36.28802938,  51.71962859])"
3916,"IGLOI, F","array([140.05815355, 151.08888427])"
3917,"TURBAN, L","array([141.19914518, 149.20108771])"
3918,"PARK, C","array([-17.55377724,  98.32491109])"
3919,"FYODOROV, YV","array([-137.73184684,  173.01323337])"
3920,"KHORUZHENKO, BA","array([-139.84204244,  173.55527123])"
3921,"SOMMERS, H","array([-139.31910921,  171.24572861])"
3922,"JUTTNER, G","array([ 39.46769146, 119.14277985])"
3923,"KLUMPER, A","array([ 39.61046601, 117.54592147])"
3924,"KJONSBERG, H","array([-34.35484526,  34.83889325])"
3925,"BRODZKI, J","array([-218.05898488,  172.06446585])"
3926,"NISTOR, V","array([137.64571774,  51.52238575])"
3927,"MELROSE, RB","array([137.88517543,  53.76269305])"
3928,"SHIEKH, AY","array([ 87.3953226 , -52.95294321])"
3929,"BORISSOV, R","array([-141.66508008, -117.51158726])"
3930,"SINGH, TP","array([202.02899462, 149.13663057])"
3931,"TORII, T","array([-29.83831771,  87.76838825])"
3932,"YAJIMA, H","array([-28.14783793,  89.44705905])"
3933,"ROSU, H","array([193.0568373 , 114.63300856])"
3934,"KOKS, D","array([-73.77095845,  72.85987317])"
3935,"ONOZAWA, H","array([ -2.49629069, 129.86211557])"
3936,"OKAMURA, T","array([ -3.28680036, 121.2169099 ])"
3937,"MISHIMA, T","array([ -1.0043907 , 129.38616715])"
3938,"ISHIHARA, H","array([ -1.5845179 , 132.63242124])"
3939,"ANAGNOSTOPOULOS, KN","array([-36.8968083 ,  90.46540158])"
3940,"CAMPOS, I","array([-72.565558  ,  59.16694783])"
3941,"RAJANTIE, AK","array([134.32648924, -76.41605542])"
3942,"JOYCE, M","array([-37.28104962,  59.63615535])"
3943,"WAKAMATSU, M","array([ 57.03480558, -92.7882662 ])"
3944,"CHOI, K","array([-30.38156237, 103.99490939])"
3945,"KIM, HB","array([-30.1608748, 105.3931856])"
3946,"KIM, JE","array([-34.85744707, 110.98315266])"
3947,"ANDERSON, GW","array([-22.72159149,  60.75535408])"
3948,"RIOTTO, A","array([-20.8400644 ,  56.14944109])"
3949,"LANDSHOFF, PV","array([25.44262625, 60.19505247])"
3950,"KLINKHAMER, FR","array([22.10562027, 97.62669796])"
3951,"WELLER, J","array([ 28.22989355, 101.15466986])"
3952,"RODRIGUEZPLAZA, MJ","array([ -68.3049514 , -107.31771782])"
3953,"MATSCHULL, H","array([-143.32964897,  224.08219011])"
3954,"SZOPA, M","array([160.10593647,  -7.35555701])"
3955,"MYS, G","array([158.35716313,  -8.69434646])"
3956,"CEULEMANS, A","array([160.39773822,  -9.56108827])"
3957,"SCHIFF, J","array([38.18378548, 98.71016467])"
3958,"KITAZAWA, N","array([-43.71024791,  54.60935966])"
3959,"MONTANI, H","array([54.10997823, 33.55094728])"
3960,"TRINCHERO, R","array([45.58012576, 38.68301617])"
3961,"KRAJEWSKI, T","array([-13.45746999,  38.04807867])"
3962,"SOCHEN, N","array([-131.80273903, -120.59606573])"
3963,"FARIBORZ, AH","array([-37.08026825,  88.77536251])"
3964,"KIRILLOV, AN","array([ 26.54035531, 109.98714024])"
3965,"LISKOVA, NA","array([ 32.38165568, 113.94100015])"
3966,"YANG, H","array([-0.95806774, 95.29148748])"
3967,"IELLICI, D","array([-33.18468212, 107.83561376])"
3968,"RAZUMOV, AV","array([-10.78413808,  36.37218946])"
3969,"BLUM, JD","array([-9.86397575, 64.19786184])"
3970,"LEIGH, R","array([-6.39717641, 64.72232964])"
3971,"OXMAN, CGBLE","array([31.42903507, 47.18516454])"
3972,"DROZVINCENT, P","array([113.77084487, 162.28319062])"
3973,"NEUMANN, CDD","array([  96.0810611 , -113.02728426])"
3974,"SUKHOV, AM","array([-167.26673438,  149.16718375])"
3975,"ROLF, J","array([-43.13859123,  93.26772962])"
3976,"GALTSOV, D","array([ 5.8487901, 49.0169389])"
3977,"XU, JW","array([113.7092167 , -11.60041511])"
3978,"CARDY, JL","array([38.24361525, 90.5452662 ])"
3979,"PLECHKO, VN","array([-180.58537795,   67.59774934])"
3980,"PIOLINE, B","array([-7.1274811 , 65.25633434])"
3981,"BENATTI, F","array([-9.33935239, 33.35835205])"
3982,"MUKKU, C","array([-81.5142587 ,  44.39596387])"
3983,"LEE, HJ","array([-18.63576372,  51.5466364 ])"
3984,"SOUZA, QAGD","array([ -65.05282388, -145.0959217 ])"
3985,"LOUNESTO, P","array([ -64.71958622, -143.3445614 ])"
3986,"MCKAY, DW","array([-165.9227976,   39.5867313])"
3987,"MUNCZEK, HJ","array([-165.05340044,   41.64065683])"
3988,"SHMAKOVA, M","array([-9.24146462, 66.45667705])"
3989,"WONG, WK","array([-5.39315068, 67.36242777])"
3990,"DURHUUS, B","array([-42.04697368,  87.98404036])"
3991,"JONSSON, T","array([-38.33540168,  84.57155362])"
3992,"LIGUORI, A","array([-0.46428723, 46.35053372])"
3993,"MINTCHEV, M","array([ 1.30300739, 54.85726071])"
3994,"WULKENHAAR, R","array([-3.59496888, 34.97884664])"
3995,"MALLIK, S","array([112.32961284, 264.07053804])"
3996,"MUKHERJEE, K","array([110.0356595, 264.0465365])"
3997,"GRASSI, A","array([-1.12393148, 79.80973056])"
3998,"BAZHANOV, VV","array([-171.84849265,  212.84493724])"
3999,"LUKYANOV, SL","array([-169.4982824 ,  213.26326661])"
4000,"ROY, BL","array([ 5.45451652, 34.89298615])"
4001,"GORBUNOV, IV","array([-13.56383346,  90.99560144])"
4002,"FUJITA, T","array([-14.36973316, 139.15244613])"
4003,"SEKIGUCHI, Y","array([-14.10289267, 134.68782911])"
4004,"KAPELLAECONOMOU, A","array([-31.52788337,  50.65885979])"
4005,"POGHOSSIAN, R","array([-3.04966908, 80.23688123])"
4006,"HEYL, JS","array([-60.05453017, -82.0475631 ])"
4007,"HERNQUIST, L","array([-58.01831985, -81.162973  ])"
4008,"MAYBUROV, SN","array([-157.91809217,   24.67205859])"
4009,"MENDOZA, R","array([-42.88359989,  52.23617738])"
4010,"MORAES, F","array([-37.11762688,  56.56771427])"
4011,"JAYARAMAN, T","array([-9.10739145, 50.54042   ])"
4012,"SARMADI, MH","array([-7.59065345, 52.01031474])"
4013,"SCHMITT, T","array([  45.45145928, -106.05968883])"
4014,"SHIU, G","array([-15.05512895,  59.63767878])"
4015,"KHALED, A","array([-97.37319296, 266.88136137])"
4016,"ABRAMOV, V","array([ 4.11089783, 35.20362782])"
4017,"KERNER, R","array([ 1.68786866, 42.3041603 ])"
4018,"ROZENBERG, A","array([ 1.65698055, 74.10027319])"
4019,"NIEGAWA, A","array([204.95552614,  34.10095255])"
4020,"ABDELKHALEK, K","array([-106.17651044,  257.68825995])"
4021,"WILLIAMS, RM","array([126.71071646, -37.18254836])"
4022,"TEDESCO, L","array([ 26.69070815, 100.14126798])"
4023,"BARBARO, MB","array([38.70315296, 58.74229852])"
4024,"MOLINARI, A","array([30.13521044, 61.42975329])"
4025,"PALUMBO, F","array([42.0292228 , 56.54241688])"
4026,"SKORUPPA, N","array([23.93025411, 86.31811204])"
4027,"GUKOV, S","array([ 0.29547651, 81.33202647])"
4028,"POLYUBIN, I","array([ 5.24151258, 87.17392857])"
4029,"DUDAS, EA","array([-24.03965324,  79.87500101])"
4030,"PINHEIRO, C","array([41.81431349, 67.39254868])"
4031,"DIAS, GS","array([36.85910397, 68.9870177 ])"
4032,"LASHKEVICH, M","array([ 28.41208183, 116.17000938])"
4033,"NAKAGAWA, K","array([ 9.48248471, 24.09734172])"
4034,"SANO, S","array([ 8.9111227 , 22.80678246])"
4035,"BECCHI, C","array([15.15174207, 54.15039995])"
4036,"KLEINKREISLER, M","array([-32.20820627,  62.859363  ])"
4037,"NEILL, DM","array([-27.6285589 ,  64.93669111])"
4038,"MORALES, JF","array([-8.41286913, 61.37345126])"
4039,"SERONE, M","array([-4.82874489, 68.56925415])"
4040,"CHO, P","array([-8.38343145, 75.69765587])"
4041,"MATTIS, M","array([-14.81908821,  48.24037101])"
4042,"ROY, N","array([12.59123466, 98.23154204])"
4043,"BORISOV, NV","array([-189.00516717,  116.37354608])"
4044,"KALININ, G","array([-188.95948369,  118.5176371 ])"
4045,"ASATANI, T","array([10.13775242, 99.77022885])"
4046,"KUROKI, T","array([ 10.21381575, 101.04482172])"
4047,"OKAWA, Y","array([  8.94559993, 101.85319744])"
4048,"DUNNE, RS","array([ 9.48088556, 72.93881584])"
4049,"CUCCHIERI, A","array([-24.91143213,  94.22189558])"
4050,"KOUTSOUMBAS, G","array([-32.62147025,  71.50301507])"
4051,"TAN, P","array([-35.66329253,  89.62489406])"
4052,"TEKIN, B","array([-30.63082091,  82.44966655])"
4053,"MIN, H","array([-17.37763601,  95.80491128])"
4054,"SCHMITT, A","array([185.1128803,  94.824377 ])"
4055,"RAINA, AK","array([-3.42215581, 20.56038734])"
4056,"MA, Z","array([  9.37547017, 132.77902329])"
4057,"BOUCHAUD, JP","array([-50.01969954, 117.07697458])"
4058,"GREITER, M","array([175.82355416,  23.07552083])"
4059,"CHEIANOV, VV","array([ 9.16541153, 57.02902271])"
4060,"JUG, G","array([-14.43750787,  31.40681363])"
4061,"BATISTA, CLDS","array([-37.10242425,  84.61760228])"
4062,"BIALEK, W","array([-18.41373941,  82.69386714])"
4063,"STRONG, SP","array([-19.45523664,  82.06159391])"
4064,"STEPANENKO, AS","array([129.90016702, -14.93714744])"
4065,"MORALESTECOTL, HA","array([-48.17664077,  83.28609681])"
4066,"GEGENBERG, J","array([-23.48509474,  36.81707132])"
4067,"NOVIKOV, ID","array([-73.32156721, 107.69373995])"
4068,"ZENKIN, SV","array([ 21.28214328, -76.73975693])"
4069,"LEVI, AR","array([-20.14380589,  28.79554196])"
4070,"LUBICZ, V","array([-18.6855169 ,  28.50265489])"
4071,"REBBI, C","array([-18.94984184,  37.72417788])"
4072,"AGOSTINI, V","array([-13.09848651,  82.81445968])"
4073,"CARLINO, G","array([-6.64467485, 79.67743836])"
4074,"HASENBUSCH, M","array([-18.28891522,  79.99307672])"
4075,"FRANZKI, W","array([-56.39162264,  79.78744813])"
4076,"JERSAK, J","array([-56.12598541,  78.07429299])"
4077,"LANG, CB","array([-51.55012848,  83.40534724])"
4078,"NEUHAUS, T","array([-55.38645374,  78.90491429])"
4079,"BRISUDOVA, MM","array([-170.27817267,  -60.71236203])"
4080,"WILSON, KG","array([-168.23222769,  -60.24763362])"
4081,"PEREZLORENZANA, A","array([-54.02845154,  65.89431997])"
4082,"ZEPEDA, A","array([-55.60780426,  73.70195205])"
4083,"BAZEIA, D","array([-22.80713366,  46.90811046])"
4084,"CHEN, CH","array([ -78.61208306, -104.5464902 ])"
4085,"DREES, M","array([ -80.69745368, -105.40246871])"
4086,"GUNION, JF","array([ -80.44449052, -103.02783352])"
4087,"DOBRESCU, BA","array([ 6.72572742, 47.36146812])"
4088,"NUYTS, J","array([ 30.21252733, 106.58583142])"
4089,"TSUBOI, Z","array([ 37.78938164, 107.67377008])"
4090,"GONZALEZDIAZ, PF","array([-8.35410165, 44.45365079])"
4091,"MARUGAN, GAM","array([-8.55306597, 45.50321469])"
4092,"RAYA, JM","array([-9.68012988, 45.43883855])"
4093,"HEITMANN, K","array([-59.91324978,  44.84669505])"
4094,"PATZOLD, C","array([-60.83616348,  43.77775073])"
4095,"VENDRELL, F","array([-26.39577533, 107.79255499])"
4096,"ANDERSON, IM","array([189.38843491, 179.56013436])"
4097,"TORRE, CG","array([187.02538265, 178.99480107])"
4098,"GHABOUSSI, F","array([-73.60736689, 244.94100428])"
4099,"GANCHEV, AC","array([29.06781587, 71.34527372])"
4100,"CORREIA, JD","array([-40.71690944,  67.73619402])"
4101,"HODGES, PJ","array([43.66382626, 78.01275067])"
4102,"HAGA, K","array([  2.04646723, 116.72512859])"
4103,"DOLIVO, JC","array([-40.2959842 , 120.86070074])"
4104,"TUTUTI, E","array([-40.48290384, 129.43576552])"
4105,"KARCZEWSKA, D","array([-38.92319904, 139.97361455])"
4106,"MANKA, R","array([-35.88784003, 133.94477689])"
4107,"TAKIMOTO, Y","array([ -1.29870375, 117.81490258])"
4108,"BARROW, JD","array([-37.36273507,  35.75342142])"
4109,"KUNZE, KE","array([-27.3245906 ,  46.02777643])"
4110,"LEITE, MM","array([-17.22680718,  82.4265605 ])"
4111,"CONSOLI, L","array([-13.16722051,  55.31322101])"
4112,"KOREPIN, V","array([122.54203659, -93.148108  ])"
4113,"MARKL, M","array([-178.71629765,  171.97675419])"
4114,"ABRAMYAN, LA","array([-189.36737205,  104.23619245])"
4115,"BEREZHIANI, VI","array([-187.01375705,  104.2607666 ])"
4116,"PROTOGENOV, AP","array([-188.35313647,  106.21202476])"
4117,"RAMOND, P","array([-24.63576615,  61.33195417])"
4118,"FRAGA, ES","array([21.06407693, 49.44306436])"
4119,"JULIA, B","array([ 1.71341417, 70.51596462])"
4120,"SCHROER, B","array([73.25643541, 75.65597305])"
4121,"RYCHENKOVA, P","array([-11.08545772,  82.65066883])"
4122,"SHENKER, S","array([-0.3927933 , 80.81190806])"
4123,"GRIGORYAN, GV","array([-21.85928706, 121.76576954])"
4124,"GRIGORYAN, RP","array([-23.20210425, 121.30713542])"
4125,"MARIOTTINI, A","array([35.34299532, 83.93070732])"
4126,"VOLOVICH, A","array([-16.63469774,  75.47319232])"
4127,"STROBL, K","array([-42.54812069,  60.98275576])"
4128,"FALOMIR, H","array([-7.98204665, 94.72265986])"
4129,"SARAVI, REG","array([-3.31195789, 82.67721845])"
4130,"MUSCHIETTI, MA","array([-5.85374956, 91.66426265])"
4131,"SOLOMIN, JE","array([-6.76675663, 90.9584496 ])"
4132,"FALOMIR, HA","array([-5.75326086, 90.49202724])"
4133,"I, AS","array([125.17722775, 174.35474824])"
4134,"NAHM, W","array([-186.55072071,   20.59082541])"
4135,"KRAUTH, W","array([ 9.95889807, 71.93808688])"
4136,"KAPUSTNIKOV, AA","array([-6.80849188, 99.33779732])"
4137,"PICHUGIN, A","array([-8.00552694, 96.91250834])"
4138,"JOHANSEN, AA","array([-3.13295333, 69.64137449])"
