# index, label, _pos
6372,"KAWARA, K","array([ 67.3581543 , -36.32673135])"
6373,"COMINS, NF","array([ 85.59480566, -42.62590737])"
6374,"ZELTWANGER, T","array([ 85.84132219, -41.07412563])"
6375,"SHOREY, P","array([ 85.68158368, -41.85081077])"
6376,"HUBENY, I","array([ 52.11289069, -32.26702673])"
6377,"HUBENY, V","array([ 41.42463182, -34.77620454])"
6378,"SCHWARZ, GJ","array([ 40.84864461, -39.84079457])"
6379,"SHORE, SN","array([ 38.7384365 , -42.58868921])"
6380,"SCHMIDT, M","array([ 60.69352141, -31.15812159])"
6381,"LUCA, AD","array([ 65.93423938, -14.60840532])"
6382,"GISPERT, G","array([ 69.95553478, -10.20989465])"
6383,"VANDERRIEST, C","array([ 69.03318587, -30.38154916])"
6384,"HUGHES, D","array([ 69.00571703, -25.68133045])"
6385,"HEGER, A","array([ 41.38666027, -40.11924884])"
6386,"JEANNIN, L","array([ 40.67983459, -38.49210656])"
6387,"MOUILLET, D","array([ 32.3142713 , -23.42068224])"
6388,"LAGRANGE, AM","array([ 40.36696712, -21.31008194])"
6389,"BUCKLEY, DAH","array([ 54.74571582, -40.18363681])"
6390,"DOVE, JB","array([ 66.3227627 , -41.20197639])"
6391,"ORLOFF, J","array([ 29.80242496, -15.16457243])"
6392,"YI, S","array([ 49.64315666, -32.214051  ])"
6393,"KAWASAKI, W","array([ 64.96174031, -38.59385791])"
6394,"DOI, M","array([ 61.36373518, -31.50572677])"
6395,"OKAMURA, S","array([ 68.33232257, -38.35208948])"
6396,"PICKERING, TE","array([ 43.93967391, -23.41706466])"
6397,"FOSALBA, P","array([52.4783124, -6.865811 ])"
6398,"ELIZALDE, E","array([52.03991885, -6.58383107])"
6399,"AMICI, A","array([66.41069354, -4.88363489])"
6400,"LI, G","array([ 38.74035643, -76.33724475])"
6401,"ORLANDINI, M","array([ 60.86528102, -40.81188454])"
6402,"MAZETS, E","array([ 58.33177569, -43.3623138 ])"
6403,"APTEKAR, R","array([ 58.61035349, -44.43582222])"
6404,"GOLENETSKII, S","array([ 58.63364057, -43.3709653 ])"
6405,"TEREKHOV, M","array([ 59.6566733 , -42.43209148])"
6406,"METZGER, MR","array([ 60.79786725, -31.87758298])"
6407,"SUGINOHARA, M","array([53.44385364, -9.6091125 ])"
6408,"SUGINOHARA, T","array([ 56.53360278, -11.87205154])"
6409,"SAHU, MS","array([ 51.51823603, -25.11595724])"
6410,"WARDLE, JFC","array([ 74.01147567, -36.73492214])"
6411,"FREUND, A","array([-103.47214942, -145.02460277])"
6412,"CAO, Y","array([ 51.28943857, -41.31938591])"
6413,"TEREBEY, S","array([ 50.02342233, -35.34109619])"
6414,"WIEGERT, P","array([ 42.9747369 , -14.01467284])"
6415,"MENSHCHIKOV, A","array([ 49.73121834, -41.20474716])"
6416,"SZCZERBA, R","array([ 56.96989878, -45.58834272])"
6417,"CLAMPITT, L","array([ 76.47756578, -19.9977549 ])"
6418,"BURKE, BE","array([ 53.92558646, -21.72383647])"
6419,"GUILLEMIN, P","array([ 54.3967948 , -10.93544659])"
6420,"JUNGWIERT, B","array([ 74.79767903, -19.32485174])"
6421,"RUIZ, MT","array([ 56.76305617, -29.8717522 ])"
6422,"PURSIMO, T","array([ 69.42497258, -36.9468235 ])"
6423,"TAKALO, LO","array([ 67.24275938, -42.00401005])"
6424,"SILLANPAEAE, A","array([ 68.64809999, -42.36775566])"
6425,"JAEGER, K","array([ 71.79980267, -35.6924046 ])"
6426,"RIDGWAY, SE","array([ 70.5382638 , -25.67361176])"
6427,"MARSHER, AP","array([ 71.02169902, -41.88642316])"
6428,"SMITH, AG","array([ 70.62607045, -41.76607895])"
6429,"PETRO, L","array([ 60.97639678, -33.81507262])"
6430,"AMSTERDAMPROUST, JVPNA","array([ 62.72122053, -31.38327884])"
6431,"ZHU, X","array([ 70.85750651, -27.3399529 ])"
6432,"LATTANZIO, JC","array([ 37.7529293, -30.6843608])"
6433,"DEDENKO, LG","array([ 80.01062183, -55.40469644])"
6434,"FURDUEV, AV","array([ 79.07381915, -55.58495096])"
6435,"KARLIK, YS","array([ 80.06560933, -54.62849146])"
6436,"MIRONOVICH, AA","array([ 79.71777878, -56.0762236 ])"
6437,"SVET, VD","array([ 78.90081324, -56.28345389])"
6438,"ZHELEZNYKH, IM","array([ 79.35656003, -54.94229348])"
6439,"HUETTEMEISTER, S","array([ 70.9734309 , -21.67858255])"
6440,"SARAJEDINI, ACQVL","array([ -68.17242219, -186.06308267])"
6441,"LEARNED, PBJG","array([ 62.47842835, -75.68112088])"
6442,"BOLESTA, JW","array([ 80.9085799, -46.3740112])"
6443,"BRADNER, H","array([ 80.17011762, -46.00678838])"
6444,"CAMERINI, U","array([ 81.0848666 , -46.79350723])"
6445,"CLEM, J","array([ 80.18741523, -46.48375402])"
6446,"DYE, ST","array([ 79.94409022, -47.5081852 ])"
6447,"GEORGE, J","array([ 79.93500976, -47.0281636 ])"
6448,"GORHAM, PW","array([ 81.28835607, -44.61065779])"
6449,"GRIEDER, PKF","array([ 80.48099856, -45.39224598])"
6450,"HAUPTMAN, J","array([ 80.95038019, -45.47411787])"
6451,"HAYASHINO, T","array([ 79.80216802, -46.18739367])"
6452,"JAWORSKI, M","array([ 80.42625686, -47.49124992])"
6453,"KITAMURA, T","array([ 80.08350866, -45.57449192])"
6454,"KONDO, S","array([ 81.16710076, -45.85950875])"
6455,"MARCH, R","array([ 80.67649363, -45.81207452])"
6456,"MATSUMOTO, T","array([ 76.52955778, -39.73277705])"
6457,"MATSUNO, S","array([ 79.3717779 , -46.00272555])"
6458,"MAURITZ, K","array([ 79.76660678, -46.62123647])"
6459,"MINKOWSKI, P","array([ 79.33116661, -46.44556889])"
6460,"NARITA, T","array([ 75.6943312 , -46.25813638])"
6461,"OCONNOR, DJ","array([ 80.32904177, -47.07357197])"
6462,"OHASHI, Y","array([ 79.34078814, -46.86368702])"
6463,"OKADA, A","array([ 80.58573703, -46.69767383])"
6464,"PETERSON, V","array([ 81.30680422, -46.32545063])"
6465,"STENGER, VJ","array([ 79.56113065, -47.25910895])"
6466,"UEHARA, S","array([ 80.79714091, -47.18878303])"
6467,"WILKES, RJ","array([ 83.23938274, -47.95539764])"
6468,"YOUNG, KK","array([ 80.5230072 , -46.21628574])"
6469,"YAMAGUCHI, A","array([ 79.67980932, -45.66061643])"
6470,"GARNAVICH, PM","array([ 56.6228126 , -31.28830724])"
6471,"CHALLIS, P","array([ 56.23584463, -32.8757497 ])"
6472,"FREEDMAN, R","array([ 32.09837219, -42.03444235])"
6473,"SUDARSKY, D","array([ 31.38531556, -41.5723858 ])"
6474,"SHARP, C","array([ 32.71845015, -40.29319572])"
6475,"PEI, S","array([ 24.61426255, -67.65567951])"
6476,"CHRISTODOULOU, ZIDM","array([ -58.42272431, -186.34619668])"
6477,"THEIJE, PD","array([ 72.30184664, -21.91742732])"
6478,"SLIJKHUIS, R","array([ 63.03788765, -23.2366347 ])"
6479,"STROBEL, GCD","array([ 41.00718451, -24.63716448])"
6480,"SOUBIRAN, C","array([ 38.94686482, -20.55558568])"
6481,"FRIEL, ED","array([ 51.09258587, -23.30749712])"
6482,"RALITE, N","array([ 39.99265626, -19.27032372])"
6483,"FRANCOIS, P","array([ 40.50482194, -19.23300914])"
6484,"GRANATO, PAAFGL","array([191.69425779,  96.64122731])"
6485,"KOOPMANS, LVE","array([ 69.9703478 , -31.16376765])"
6486,"LOONEY, LW","array([ 60.2487053 , -11.12552754])"
6487,"MUNDY, LG","array([ 63.60963399, -16.19915899])"
6488,"WELCH, WJ","array([64.37426227, -5.4772982 ])"
6489,"ARDI, E","array([ 37.21137848, -52.6842838 ])"
6490,"WADADEKAR, Y","array([67.51002484, -6.22835928])"
6491,"ROBBASON, B","array([71.2878688 ,  1.26528413])"
6492,"KEMBHAVI, A","array([69.20162374, -3.76906034])"
6493,"PEDERSEN, K","array([ 51.57399545, -26.74766923])"
6494,"MILLER, A","array([ 58.8023086 , -16.02394163])"
6495,"LI, W","array([ 56.4251554 , -32.13553541])"
6496,"EVANS, NJ","array([ 50.09093764, -21.14069839])"
6497,"LADA, EA","array([ 43.16411771, -30.64921083])"
6498,"BECK, SC","array([ 49.40975769, -18.02552414])"
6499,"HIROTANI, K","array([ 203.74203327, -166.61062056])"
6500,"KLOCHKOVA, VG","array([ 46.22578182, -52.8533553 ])"
6501,"CHENTSOV, EL","array([ 42.73343877, -54.50608472])"
6502,"FRISCH, PC","array([60.28505882,  5.83250741])"
6503,"GROUP, JFA","array([ 49.06052116, -57.96950354])"
6504,"LEICESTER, UO","array([ 48.24621992, -58.61090305])"
6505,"ASTROPHYSIK, UKMF","array([ 48.48903426, -58.04183399])"
6506,"STSCI, G","array([ 48.85952465, -58.64367164])"
6507,"LSU, U","array([ 48.24059541, -57.48933006])"
6508,"ROUGE, B","array([ 47.79144309, -58.1049091 ])"
6509,"ASAOKA, I","array([ 72.6383395 , -46.70442703])"
6510,"BEAVER, EA","array([ 84.45369983, -36.07822202])"
6511,"LYONS, RW","array([ 84.28577704, -35.50740942])"
6512,"DUDLEY, CC","array([   9.19321528, -234.9731833 ])"
6513,"WYNNWILLIAMS, CG","array([  10.72726471, -234.69892963])"
6514,"KOROTKY, VA","array([ 141.89993846, -230.79635111])"
6515,"BARRAU, A","array([ 52.0302282 , -46.07363521])"
6516,"BAZERBACHI, R","array([ 51.69820594, -47.36985709])"
6517,"CABOT, H","array([ 51.22779948, -47.87950915])"
6518,"CHOUNET, LM","array([ 52.61944787, -47.37231886])"
6519,"DEBIAIS, G","array([ 51.76330616, -47.66069047])"
6520,"DEGRANGE, B","array([ 53.01559059, -46.21089462])"
6521,"DEZALAY, JP","array([ 54.35403198, -46.23895805])"
6522,"DJANNATIATAI, A","array([ 51.63782484, -46.6561736 ])"
6523,"DUMORA, D","array([ 52.50569419, -47.7791534 ])"
6524,"ESPIGAT, P","array([ 52.08336517, -47.52083437])"
6525,"FABRE, B","array([ 52.16012853, -47.86535046])"
6526,"FLEURY, P","array([ 54.24371475, -48.50037765])"
6527,"GEORGE, R","array([ 51.72009527, -46.10474753])"
6528,"GORET, P","array([ 54.50735476, -48.266541  ])"
6529,"GRENIER, IA","array([ 54.23272227, -47.97046575])"
6530,"IACOUCCI, L","array([ 52.55069709, -46.36844848])"
6531,"BOHEC, SL","array([ 57.42631035, -45.75437924])"
6532,"MALLET, I","array([ 53.60280996, -46.75154251])"
6533,"MEYNADIER, C","array([ 51.53621715, -48.02785335])"
6534,"MUNZ, F","array([ 53.03996562, -47.15367967])"
6535,"PALFREY, TA","array([ 52.37795485, -46.00506547])"
6536,"PARE, E","array([ 51.95439729, -46.7113621 ])"
6537,"PONS, Y","array([ 51.62807588, -46.96249545])"
6538,"PUNCH, M","array([ 52.30401863, -47.25736535])"
6539,"QUEBERT, J","array([ 52.97288097, -47.47802769])"
6540,"RAGAN, K","array([ 52.59362728, -46.67978598])"
6541,"RIVOAL, M","array([ 51.91606968, -46.42403066])"
6542,"ROB, L","array([ 52.82627898, -46.48181564])"
6543,"SCHOVANEK, P","array([ 52.24744156, -46.32620532])"
6544,"TAVERNET, JP","array([ 51.34705054, -47.41984856])"
6545,"VRANA, J","array([ 51.91558602, -45.77467332])"
6546,"PROVOS, J","array([ 18.83669908, -29.9785178 ])"
6547,"BERTHOMIEU, G","array([ 25.25112671, -29.34386724])"
6548,"KIMOTO, PA","array([ 39.83053561, -45.39379608])"
6549,"MACRI, LM","array([ 56.52975145, -28.13280924])"
6550,"FERRARESE, L","array([ 58.52158182, -29.12248951])"
6551,"FORD, HC","array([ 57.87439965, -28.97679425])"
6552,"GRAHAM, JA","array([ 56.27970445, -30.11864595])"
6553,"HARDING, P","array([ 53.98436249, -29.75474845])"
6554,"HAN, M","array([ 56.00135776, -30.22371228])"
6555,"HILL, RJ","array([ 56.38833708, -29.82655536])"
6556,"HUGHES, SMG","array([ 56.03113445, -30.48753042])"
6557,"PHELPS, RL","array([ 55.50955943, -30.93700847])"
6558,"SILBERMANN, NA","array([ 57.02733261, -29.92914717])"
6559,"BOEHM, C","array([37.45459599, -2.57566501])"
6560,"MINAKATA, H","array([ 28.44535174, -21.28368184])"
6561,"GREENE, P","array([ 45.93730237, -13.42046606])"
6562,"TANCREDI, N","array([24.63974037, 12.59293955])"
6563,"GREENE, BR","array([34.18325293, -0.98795057])"
6564,"BORDES, J","array([-91.80223761, 118.73467099])"
6565,"CHAN, HM","array([-93.72182337, 117.77895658])"
6566,"FARIDANI, J","array([-93.6282481 , 119.25501666])"
6567,"PFAUDLER, J","array([-92.68351838, 119.00486124])"
6568,"TSOU, ST","array([-92.47947958, 117.42494242])"
6569,"WEINBERG, EJ","array([ 40.26162732, -13.35274293])"
6570,"AUERBACH, N","array([-60.15321579, 109.96754556])"
6571,"GIAI, NV","array([-60.08360879, 108.40236216])"
6572,"VOROV, OK","array([-61.47070691, 109.11277212])"
6573,"STROBEL, K","array([ 28.00748936, -66.42251353])"
6574,"SAHU, SA","array([ 90.73320294, -43.21284627])"
6575,"K, O","array([ 30.2252645 , 174.08627622])"
6576,"V, V","array([ 28.80604642, 174.73965131])"
6577,"N, A","array([ 30.08746843, 175.64325475])"
6578,"ELSASSER, H","array([ 57.39804937, -36.01599574])"
6579,"CORREDOIRA, ML","array([ 79.70277874, 158.09987216])"
6580,"CODELLA, C","array([ 68.30356208, -16.49147195])"
6581,"WELSER, R","array([ 68.75122315, -16.41724701])"
6582,"BENSON, PJ","array([ 63.17731851, -21.0228381 ])"
6583,"MYERS, PC","array([ 61.98195955, -12.71039063])"
6584,"KISHIMOTO, N","array([ 50.8031731 , -38.38521125])"
6585,"HARTMANN, HW","array([ 57.01848492, -37.35516737])"
6586,"MARTIN, DDE","array([ 59.76913432, -42.08691649])"
6587,"BAVDAZ, M","array([ 63.13533177, -36.62204135])"
6588,"OWENS, A","array([ 60.90949793, -38.35475002])"
6589,"LAMMERS, U","array([ 64.7583635 , -43.44248194])"
6590,"STRONG, AW","array([ 62.19936948, -49.37630199])"
6591,"PALLE, D","array([206.04625489,  95.11499823])"
6592,"ROLA, CS","array([ 55.83584078, -12.68273369])"
6593,"AL, HFAE","array([-143.70952139,  -34.30016521])"
6594,"HASHIMOTO, M","array([ 45.74931103, -39.66904416])"
6595,"VDAZ, YK","array([ 50.9020132 , -39.98022695])"
6596,"BRACHWITZ, F","array([ 51.51508269, -33.6959827 ])"
6597,"KUBO, Y","array([ 53.73197453, -31.71106955])"
6598,"FERRARESE, NKL","array([ 53.91022964, -31.44731472])"
6599,"BHAT, PN","array([ 70.28094399, -66.44426777])"
6600,"VISHWANATH, PR","array([ 72.25245961, -74.06832385])"
6601,"ACHARYA, BS","array([ 71.45496725, -73.55591955])"
6602,"KRISHNASWAMY, MR","array([ 72.79541097, -73.13466609])"
6603,"DRIELGESZTELYI, LV","array([  44.81011307, -237.6083225 ])"
6604,"KALOGERA, CFV","array([-150.36789682,  -46.87540972])"
6605,"MESSINGER, DW","array([52.27227635, -1.05495441])"
6606,"CAMBRESY, L","array([ 62.04030463, -13.48287376])"
6607,"EPCHTEIN, N","array([ 60.98970761, -17.79929623])"
6608,"COPET, E","array([ 59.86715009, -17.00567721])"
6609,"BATZ, BD","array([ 61.76697126, -16.3833591 ])"
6610,"KIMESWENGER, S","array([ 60.72093911, -17.6042105 ])"
6611,"BERTRE, TL","array([ 62.08976693, -16.79293697])"
6612,"ROUAN, D","array([ 66.2164511 , -17.72814699])"
6613,"TYPHENE, D","array([ 62.51909035, -12.03644883])"
6614,"ARNOUTS, S","array([ 63.99254171, -23.05324624])"
6615,"LAPPARENT, VD","array([ 70.54851698, -19.261507  ])"
6616,"KRUSZEWSKI, A","array([ 64.8541328 , -16.55937972])"
6617,"MARTINELLI, A","array([ 51.87630413, -32.9954364 ])"
6618,"GONZALEZDIAZ, PF","array([-155.6980941 ,   22.32737688])"
6619,"SIGUENZA, CL","array([-156.07746036,   23.8652287 ])"
6620,"CHIANG, EI","array([ 44.49631197, -39.36729022])"
6621,"GAYLEY, KG","array([54.26860602, -0.25944135])"
6622,"ZANK, GP","array([53.87772664, -9.30732571])"
6623,"PAULS, HL","array([54.93183803, -0.17597026])"
6624,"WELTY, DE","array([51.63780689, -9.39890531])"
6625,"DOBADO, A","array([43.23923808, 12.3255787 ])"
6626,"MAROTO, AL","array([45.73757673,  5.40730113])"
6627,"PRYADKO, J","array([ 56.40014752, -67.29976568])"
6628,"HEYDARIMALAYERI, M","array([ 62.23994429, -24.21970943])"
6629,"RAUW, G","array([ 71.13046397, -22.10317551])"
6630,"ESSLINGER, O","array([ 70.71013312, -22.00536097])"
6631,"B, G","array([79.7070863 , 23.13085362])"
6632,"D, M","array([78.85007729, 21.33680091])"
6633,"VASISHT, G","array([ 66.25708454, -48.74129603])"
6634,"VERDE, L","array([ 56.32222634, -20.55142516])"
6635,"ATOYAN, AM","array([ 81.31964072, -48.35372137])"
6636,"HERNANDEZ, FP","array([ 20.43651152, -27.00448852])"
6637,"ALVAREZMUNIZ, J","array([ 42.80280278, -66.67972222])"
6638,"CINTI, MN","array([ 61.34104761, -41.67050358])"
6639,"RAPISARDA, M","array([ 62.14467125, -40.13336701])"
6640,"ZAVATTINI, G","array([ 62.16983236, -39.80040135])"
6641,"PARMAR, A","array([ 62.4862947 , -38.73700015])"
6642,"MACCARONE, MC","array([ 62.45867802, -39.92078582])"
6643,"GIARRUSSO, S","array([ 62.89835632, -39.78494551])"
6644,"COLETTA, A","array([ 62.54168611, -39.23510942])"
6645,"ANTONELLI, LA","array([ 62.52776182, -37.7182433 ])"
6646,"MULLER, JM","array([ 61.47685129, -40.99108685])"
6647,"BUTLER, RC","array([ 62.08810199, -38.93303176])"
6648,"CLAUSSEN, MJ","array([ 75.50263642, -39.16067729])"
6649,"GAUME, RA","array([ 76.01120868, -39.44143243])"
6650,"HOGG, NADW","array([  4.92722231, 170.92023695])"
6651,"BASSANI, L","array([ 65.04544726, -35.96603535])"
6652,"MAIOLINO, R","array([ 64.41111954, -33.32313312])"
6653,"YU, KC","array([ 34.95070269, -31.21250376])"
6654,"BALLY, J","array([ 46.67846434, -30.86811532])"
6655,"DEVINE, D","array([ 35.48696199, -31.18876808])"
6656,"SOKOLOV, VV","array([ 71.32090705, -35.17424377])"
6657,"ZHARIKOV, SV","array([ 67.45110255, -33.40049729])"
6658,"AISO, S","array([ 56.35126979, -48.08849009])"
6659,"CHIKAWA, M","array([ 56.62654167, -48.69597176])"
6660,"HAYASHI, Y","array([ 56.87207287, -48.47020146])"
6661,"HAYASHIDA, N","array([ 55.54053789, -46.92806994])"
6662,"HIBINO, K","array([ 56.16821412, -46.26716319])"
6663,"HIRASAWA, H","array([ 57.20244601, -48.51083059])"
6664,"HONDA, K","array([ 56.11427626, -49.55277498])"
6665,"HOTTA, N","array([ 57.03064263, -49.36797292])"
6666,"INOUE, N","array([ 56.36141992, -49.95025444])"
6667,"ISHIKAWA, F","array([ 55.63527117, -47.95712754])"
6668,"ITO, N","array([ 56.13626448, -48.33981744])"
6669,"KAJINO, F","array([ 55.23676893, -48.52121505])"
6670,"KASHIWAGI, T","array([ 55.97993972, -47.97824172])"
6671,"KAWAKAMI, S","array([ 57.04737777, -48.18625723])"
6672,"KAWASAKI, Y","array([ 55.23197629, -49.23830398])"
6673,"KAWASUMI, N","array([ 56.7264655 , -49.62706494])"
6674,"KITAMURA, H","array([ 55.25048711, -48.88812109])"
6675,"KURAMOCHI, K","array([ 55.42113302, -48.27216997])"
6676,"KURATA, K","array([ 56.8486441 , -49.10054661])"
6677,"KUSANO, E","array([ 55.50643001, -49.02634168])"
6678,"LAFOUX, H","array([ 56.93917827, -48.81892902])"
6679,"LOH, EC","array([ 58.13584517, -51.24107786])"
6680,"MATSUYAMA, T","array([ 55.78464425, -48.32710558])"
6681,"MIZUMOTO, Y","array([ 62.06174888, -46.80228067])"
6682,"MIZUTANI, K","array([ 56.57961649, -48.3140997 ])"
6683,"NAGANO, M","array([ 55.92223006, -49.89724062])"
6684,"NISHIKAWA, D","array([ 55.52655458, -49.33537824])"
6685,"NISHIMURA, J","array([ 55.86147965, -51.06908097])"
6686,"NISHIZAWA, M","array([ 55.88681022, -46.11360229])"
6687,"OUCHI, T","array([ 56.23886718, -48.87160009])"
6688,"OHOKA, H","array([ 56.13636097, -49.23529134])"
6689,"OHNISHI, M","array([ 57.25933872, -48.8979343 ])"
6690,"SAITO, T","array([ 55.91599322, -43.96976959])"
6691,"SAKAKI, N","array([ 55.82991834, -49.54551495])"
6692,"SAKATA, M","array([ 55.57550104, -46.22180704])"
6693,"SAKUMOTO, K","array([ 56.7148787 , -48.01400742])"
6694,"SASANO, M","array([ 55.84770318, -48.93204158])"
6695,"SHIMODAIRA, H","array([ 55.98287152, -48.63258543])"
6696,"SHIOMI, A","array([ 56.55599802, -49.00190336])"
6697,"SOKOLSKY, P","array([ 58.61240735, -50.63849443])"
6698,"SUGIYAMA, T","array([ 55.60355227, -48.58121122])"
6699,"TAYLOR, S","array([ 56.33917605, -48.56827602])"
6700,"TESHIMA, M","array([ 56.30185377, -47.71545628])"
6701,"TSUSHIMA, I","array([ 56.41141772, -49.64525452])"
6702,"UCHIHORI, Y","array([ 55.47651966, -49.6797092 ])"
6703,"YAMAMOTO, T","array([ 56.4585429 , -49.37217342])"
6704,"YAMAMOTO, Y","array([ 55.59951786, -46.51504461])"
6705,"YOSHII, H","array([ 55.86695724, -49.25130368])"
6706,"YUDA, T","array([ 55.9022224 , -46.39937942])"
6707,"HOGERHEIJDE, MR","array([ 61.23241078, -11.32118944])"
6708,"BLAKE, GA","array([ 56.26815115, -19.28126681])"
6709,"LANGEVELDE, HJV","array([ 69.52505047, -23.99402868])"
6710,"BLOOM, ED","array([ 55.45055145, -50.27538371])"
6711,"TAKEUCHI, TT","array([ 72.57750244, -48.35665213])"
6712,"USUI, T","array([ 80.07901787, -53.27292858])"
6713,"BRIGHENTI, F","array([74.85331854, -6.56044937])"
6714,"BATE, M","array([ 40.1591931 , -28.12194706])"
6715,"SCHROEDER, A","array([ 70.57460653, -28.35132318])"
6716,"RUPHY, S","array([ 73.15597275, -19.9251093 ])"
6717,"ASTRONOMY, IO","array([ 73.95846758, -20.50590516])"
6718,"PARISMEUDON, O","array([ 74.03079693, -20.94181805])"
6719,"BRODERICK, JJ","array([ 51.70340973, -12.98419246])"
6720,"HERRIN, ET","array([43.47992918, -5.79437022])"
6721,"MORGAN, DL","array([44.31841478, -5.52389818])"
6722,"ROSENBAUM, DC","array([44.03739654, -6.04235792])"
6723,"SHER, M","array([43.38277849, -4.32532129])"
6724,"GUIDERDONI, B","array([ 66.28441975, -19.22964808])"
6725,"HIVON, GLE","array([ 71.29474671, -12.25416585])"
6726,"LEEUWEN, FV","array([ 44.25898914, -21.11513428])"
6727,"FEAST, MW","array([ 51.19590301, -19.60428325])"
6728,"FORD, EC","array([ 62.99493045, -43.39674154])"
6729,"LEE, W","array([ 59.22427865, -50.77295289])"
6730,"EVANS, AS","array([ 65.82558551, -29.93604818])"
6731,"SANDERS, DB","array([ 67.81199489, -30.66622031])"
6732,"DONAHUE, M","array([ 66.76615441, -28.44319056])"
6733,"LEGRAND, F","array([ 60.36206327, -17.43144722])"
6734,"STEVENS, JB","array([ 49.51653611, -46.83226089])"
6735,"REIG, P","array([ 55.92346843, -44.78544367])"
6736,"COE, MJ","array([ 55.2857317 , -42.54940127])"
6737,"BUCKELY, DH","array([ 49.82986687, -46.48573249])"
6738,"FABREGAT, J","array([ 54.88607128, -46.6916245 ])"
6739,"STEELE, IA","array([ 51.84454585, -36.78391332])"
6740,"POPHAM, RG","array([ 57.85917885, -47.5506487 ])"
6741,"GAMMIE, C","array([ 58.6153371 , -47.26501969])"
6742,"SCHOMMER, RA","array([ 54.80239036, -30.32459894])"
6743,"CENARRO, J","array([ 75.01949155, -12.91975457])"
6744,"SEEMANN, H","array([ 74.12756106, -48.18110606])"
6745,"MUELLER, C","array([ 66.98322132, -51.74622596])"
6746,"FRIEDRICH, P","array([ 66.16580136, -52.38925256])"
6747,"WASSERBURG, GJ","array([ 28.07618162, -41.23038542])"
6748,"HERWIG, F","array([ 35.9464906 , -43.11473228])"
6749,"BLOCKER, T","array([ 30.62098444, -48.17418588])"
6750,"SCHONBERNER, D","array([ 30.04020401, -47.75768635])"
6751,"EID, ME","array([ 28.53089127, -49.33900925])"
6752,"BILLER, S","array([ 62.16333566, -45.34860347])"
6753,"BOYLE, P","array([ 61.95206192, -47.92516114])"
6754,"BUCKLEY, J","array([ 58.92569477, -44.61355361])"
6755,"CATANESE, M","array([ 61.7351303 , -48.16302297])"
6756,"FINLEY, J","array([ 62.49509276, -44.5220661 ])"
6757,"GAIDOS, J","array([ 62.86526676, -44.67725806])"
6758,"KRENNRICH, F","array([ 63.21905168, -45.82242629])"
6759,"LAMB, RC","array([ 62.4702251 , -45.90485283])"
6760,"LESSARD, R","array([ 62.48284211, -48.24664524])"
6761,"MCENERY, J","array([ 62.09455714, -48.49221276])"
6762,"PORTER, NA","array([ 62.38000383, -47.82863028])"
6763,"QUINN, J","array([ 61.82138414, -44.25793876])"
6764,"RODGERS, A","array([ 59.64099139, -41.44171215])"
6765,"ROSE, HJ","array([ 63.37562563, -46.37604121])"
6766,"SAMUELSON, F","array([ 62.81941112, -46.11143819])"
6767,"SRINIVASAN, R","array([ 63.0816821 , -47.52200465])"
6768,"MCENERY, JE","array([ 63.62281071, -50.40854097])"
6769,"BOND, IH","array([ 63.92590202, -45.87217352])"
6770,"BOYLE, PJ","array([ 63.42934135, -47.69932756])"
6771,"BRESLIN, AC","array([ 63.04607675, -44.90139315])"
6772,"BUCKLEY, JH","array([ 63.15445379, -45.19996399])"
6773,"BURDETT, AM","array([ 63.69650481, -46.49055477])"
6774,"BUSSONSGORDO, J","array([ 64.44190407, -48.4103067 ])"
6775,"FINLEY, JP","array([ 62.99367232, -46.36701588])"
6776,"HALL, A","array([ 64.27213588, -48.70185747])"
6777,"LESSARD, RW","array([ 63.69730114, -46.1707286 ])"
6778,"MASTERSON, C","array([ 63.00045352, -46.60508853])"
6779,"MORIARTY, P","array([ 63.44255383, -46.02612774])"
6780,"RODGERS, AJ","array([ 63.57775271, -48.01008815])"
6781,"SAMUELSON, FW","array([ 63.46098916, -46.70405099])"
6782,"SEMBROSKI, GH","array([ 63.92330745, -46.25876579])"
6783,"RODRIGUEZPASCUAL, PM","array([ 63.21182153, -34.35656788])"
6784,"BURDETT, AC","array([ 64.26750106, -49.33104899])"
6785,"GORDO, JB","array([ 63.38102591, -48.39548953])"
6786,"HARRIS, K","array([ 63.85566663, -47.0144263 ])"
6787,"ORR, A","array([ 61.55992807, -37.41013296])"
6788,"KITAMOTO, S","array([ 65.52134258, -47.36877652])"
6789,"COMINSKY, LR","array([ 66.16789098, -45.85347634])"
6790,"SOOD, RK","array([ 68.96405664, -42.60903139])"
6791,"PIRAN, JIKADT","array([ 83.60797948, 146.38699136])"
6792,"WEEKE, TC","array([ 64.57285719, -48.8952772 ])"
6793,"DINGUS, B","array([ 61.99592869, -43.68969523])"
6794,"GILLANDERS, GH","array([ 62.5201223 , -44.83494157])"
6795,"GORHAM, P","array([ 63.71428172, -48.26363912])"
6796,"KERTZMAN, M","array([ 62.11666529, -44.44635921])"
6797,"KIEDA, D","array([ 63.39591665, -44.36510071])"
6798,"LANG, MJ","array([ 62.20436666, -44.78956494])"
6799,"MATZ, S","array([ 62.34944405, -44.25998708])"
6800,"ONG, R","array([ 63.07000794, -44.34405896])"
6801,"SEWARD, FD","array([ 63.3359646 , -47.07998859])"
6802,"SLANE, P","array([ 64.43095048, -43.29319344])"
6803,"SWORDY, S","array([ 62.8214369 , -44.34141618])"
